"Cancer","hsp","genome","Rs","p","fdr"
"KICH","DNAJC4","MKI67",0.290858416945373,0.00530884458251763,0.016935868812254
"KICH","DNAJC5B","MKI67",0.28953913436683,0.00537364911103005,0.0171105024342266
"KICH","DNAJC5","MKI67",0.455438764134416,7.29891474241941e-06,6.23002172149253e-05
"KICH","DNAJC6","MKI67",-0.375266762223284,0.000272839304277637,0.00136590254544998
"KICH","DNAJC7","MKI67",-0.345007166746297,0.000866657537281915,0.00365668609661013
"KICH","DNAJC8","MKI67",-0.467208154164676,3.97872873966182e-06,3.71886924209307e-05
"KICH","DNAJC9","MKI67",0.488055422838032,1.28961005661075e-06,1.4303387146495e-05
"KICH","SEC63","MKI67",-0.273068960025482,0.00900635748955731,0.0263763757404161
"KICH","GAK","MKI67",0.473148590539895,2.90605280358706e-06,2.84744488744005e-05
"KIRC","HSP90AA1","MKI67",-0.28078783016837,2.39897540445332e-12,1e-10
"KIRC","HSP90B1","MKI67",0.378297572156497,0,1e-10
"KIRC","HSPA14","MKI67",0.347832389948595,4.92776552854159e-19,1e-10
"KIRC","HSPA1L","MKI67",-0.226655389816352,1.84721466044626e-08,7.41942405779441e-08
"KIRC","HSPA2","MKI67",-0.274155446097253,8.02803755939154e-12,1e-10
"KIRC","HSPA4L","MKI67",-0.217206561153345,7.17654337898996e-08,2.69014817865096e-07
"KIRC","HSPA6","MKI67",0.408746523896062,0,1e-10
"KIRC","HSPA7","MKI67",0.398030101048146,0,1e-10
"KIRC","HSPB11","MKI67",0.3272940847262,1.34843076101632e-16,1e-10
"KIRC","HSPB7","MKI67",-0.265191913829694,3.90307738072363e-11,2.10999934424986e-10
"KIRC","HSPB8","MKI67",0.258652329213751,1.19332667220599e-10,6.12407886014838e-10
"KIRC","HSPB9","MKI67",-0.234052321100827,5.51069103972031e-09,2.35076453764345e-08
"KIRC","DNAJB2","MKI67",-0.245584106111674,1.01807845167048e-09,4.71717448270571e-09
"KIRC","DNAJB4","MKI67",-0.224700184560915,2.45802307685853e-08,9.73267498006072e-08
"KIRC","DNAJB11","MKI67",0.341946823108251,3.90279726171105e-18,1e-10
"KIRC","DNAJB13","MKI67",0.333125951819985,3.59252494279549e-17,1e-10
"KIRC","DNAJA2","MKI67",-0.27969833976059,2.93206127919022e-12,1e-10
"KIRC","DNAJA3","MKI67",-0.297799625701675,9.2762777595466e-14,1e-10
"KIRC","DNAJA4","MKI67",-0.22077683281283,4.3273526253313e-08,1.664822855333e-07
"KIRC","DNAJC11","MKI67",-0.294204550004199,1.88067274190399e-13,1e-10
"KIRC","DNAJC16","MKI67",-0.273477756641921,9.06604167946046e-12,1e-10
"KIRC","DNAJC19","MKI67",-0.47388138843838,0,1e-10
"KIRC","DNAJC25","MKI67",-0.349608143381359,1.95317751411383e-19,1e-10
"KIRC","DNAJC27","MKI67",-0.347085572717823,6.77009324061415e-19,1e-10
"KIRC","DNAJC28","MKI67",-0.386507169512818,0,1e-10
"KIRC","DNAJC2","MKI67",0.342540502365348,3.26096261397969e-18,1e-10
"KIRC","DNAJC30","MKI67",-0.296291971566484,1.249300630321e-13,1e-10
"KIRC","DNAJC5B","MKI67",0.499682853421045,1.36255261210071e-39,1e-10
"KIRC","DNAJC6","MKI67",-0.243092163042873,1.51187141070326e-09,6.87338319686701e-09
"KIRC","DNAJC9","MKI67",0.413315319850092,0,1e-10
"KIRC","SACS","MKI67",0.567888476731453,0,1e-10
"KIRP","HSP90AB1","MKI67",0.275014048334818,5.72898382689382e-07,3.14015028845143e-06
"KIRP","HSP90B1","MKI67",0.346119988804065,2.1115820752368e-10,2.07565272182169e-09
"KIRP","HSPA14","MKI67",0.257314926987831,3.02134209486965e-06,1.4477559121007e-05
"KIRP","HSPA1L","MKI67",-0.211339303074395,0.000134246738703896,0.000464665509623782
"KIRP","HSPA2","MKI67",-0.313621507591086,1.00940876396761e-08,7.52268742338348e-08
"KIRP","HSPB9","MKI67",-0.257284154191873,2.79765534998843e-06,1.34939053121957e-05
"KIRP","DNAJB2","MKI67",-0.213656477083587,0.0001128517766625,0.000396771726051174
"KIRP","DNAJB3","MKI67",0.231227797668127,2.709869854065e-05,0.000108141655416082
"KIRP","DNAJA4","MKI67",-0.263749028724126,1.67296267293583e-06,8.41741369422923e-06
"KIRP","DNAJC10","MKI67",0.276333772766671,5.03746540861604e-07,2.78913742630214e-06
"KIRP","DNAJC11","MKI67",-0.39490563578597,2.08715558024931e-13,1e-10
"KIRP","DNAJC19","MKI67",-0.25983864178776,2.4004326264407e-06,1.17242161009782e-05
"KIRP","DNAJC27","MKI67",-0.289253611436947,1.38110647827691e-07,8.4609055056582e-07
"KIRP","DNAJC28","MKI67",-0.455668374515822,5.7854485474051e-18,1e-10
"KIRP","DNAJC2","MKI67",0.2953369499338,7.34567993312498e-08,4.71971140244186e-07
"KIRP","DNAJC30","MKI67",-0.272787681052589,7.10692088574012e-07,3.829868426289e-06
"KIRP","DNAJC9","MKI67",0.390637363513928,4.2076058301348e-13,1e-10
"KIRP","GAK","MKI67",-0.235541254386321,1.9989453893726e-05,8.18700873781536e-05
"KIRP","SACS","MKI67",0.281600919035298,2.99514109673942e-07,1.72796192761738e-06
"LAML","HSP90B1","MKI67",0.29392854990706,9.29945984222641e-05,0.000798273858336804
"LAML","HSPA12A","MKI67",0.409244303662221,2.26376731849936e-08,6.02300979111859e-07
"LAML","HSPA12B","MKI67",0.284898785988106,0.000154305745642409,0.00122759877671812
"LAML","HSPA13","MKI67",0.365151508128178,9.40124576090647e-07,1.54304245319648e-05
"LAML","HSPA14","MKI67",0.279804478725821,0.000203864621779854,0.00155445122286433
"LAML","HSPA1A","MKI67",-0.271036615043735,0.000325337332070353,0.00230481048575003
"LAML","HSPA2","MKI67",0.252759516202658,0.000793424704898199,0.00486708910396982
"LAML","HSPA4","MKI67",0.234542091771697,0.00194358842442332,0.0102444893781143
"LAML","HSPA9","MKI67",0.229290313683696,0.00240924434167414,0.0122304549603668
"LAML","HSPB6","MKI67",0.261471060810221,0.000511171479631638,0.00336852944485414
"LAML","HSPH1","MKI67",0.21396322271718,0.00477773421614563,0.0213921289833381
"LAML","DNAJB2","MKI67",-0.284509412184619,0.000157654475200641,0.00124992813653939
"LAML","DNAJA4","MKI67",0.356689581005975,1.72021784201822e-06,2.60237022735252e-05
"LAML","DNAJC13","MKI67",0.326216445480714,1.32654587663053e-05,0.000151367721744181
"LAML","DNAJC3","MKI67",0.272856010494551,0.000295629705065606,0.00212700198962708
"LAML","DNAJC4","MKI67",-0.270640288136615,0.000332166361790841,0.0023455880821639
"LAML","DNAJC6","MKI67",0.226109266928103,0.0027781011868859,0.0137498605726868
"LAML","DNAJC8","MKI67",0.21950021091081,0.00377896259302291,0.0176888393340029
"LAML","DNAJC9","MKI67",0.529409310669306,0,1e-10
"LAML","SEC63","MKI67",0.372709531778001,5.40399150913904e-07,9.53929031142438e-06
"LAML","SACS","MKI67",0.344299150330736,4.04627285362026e-06,5.44592321479818e-05
"LGG","HSPA12A","MKI67",-0.249092480553155,6.06978524037357e-09,2.82091222925206e-08
"LGG","HSPA14","MKI67",0.236120863894444,3.69145762598329e-08,1.55497832248509e-07
"LGG","HSPA1L","MKI67",-0.270151242405323,2.60566234755401e-10,1.42995267807128e-09
"LGG","HSPA2","MKI67",-0.292822610372163,6.42953182871419e-12,1e-10
"LGG","HSPB2","MKI67",-0.266603004594978,4.5146419993303e-10,2.40799297137918e-09
"LGG","HSPB8","MKI67",-0.420807331474958,0,1e-10
"LGG","HYOU1","MKI67",0.226530495242189,1.31516479367258e-07,5.16484436294174e-07
"LGG","DNAJB2","MKI67",-0.528253173564781,0,1e-10
"LGG","DNAJB4","MKI67",-0.257274823331841,1.84491900810991e-09,9.14064164431253e-09
"LGG","DNAJB9","MKI67",-0.244130306423138,1.22534570149747e-08,5.48153887669558e-08
"LGG","DNAJB11","MKI67",0.331004013389919,5.40452714255177e-15,1e-10
"LGG","DNAJB12","MKI67",-0.203091399729577,2.34371762441399e-06,7.79820183775107e-06
"LGG","DNAJA2","MKI67",-0.261997742603618,9.10670073511969e-10,4.68234746894284e-09
"LGG","DNAJA4","MKI67",-0.220385443832144,2.88566642505892e-07,1.08346050919925e-06
"LGG","DNAJC12","MKI67",-0.327622450159671,1.06833664302509e-14,1e-10
"LGG","DNAJC14","MKI67",0.389845183744934,0,1e-10
"LGG","DNAJC17","MKI67",0.237622353622384,3.01075883418831e-08,1.28273403294384e-07
"LGG","DNAJC19","MKI67",-0.385210684746853,0,1e-10
"LGG","DNAJC27","MKI67",-0.285447004083527,2.22427897250427e-11,1.38236624378914e-10
"LGG","DNAJC2","MKI67",0.347845080903171,1.35568085066743e-16,1e-10
"LGG","DNAJC6","MKI67",-0.242129896238178,1.61969475803713e-08,7.13819144484053e-08
"LGG","DNAJC9","MKI67",0.31472026154118,1.28752992221001e-13,1e-10
"LIHC","HSP90AB1","MKI67",0.343591124125282,4.66547716335547e-13,1e-10
"LIHC","TRAP1","MKI67",-0.279021733141269,5.8962471152001e-09,5.38843327224687e-08
"LIHC","HSPA13","MKI67",0.342550449955151,4.06671417975064e-13,1e-10
"LIHC","HSPA14","MKI67",0.572614690242312,2.62623720412729e-38,1e-10
"LIHC","HSPA4","MKI67",0.264127171543045,3.80103171565738e-08,3.01417659723518e-07
"LIHC","HSPA6","MKI67",0.211631371432505,1.10890805650357e-05,5.45418886639114e-05
"LIHC","HSPA7","MKI67",0.226869759639398,2.36517848444546e-06,1.3357274321053e-05
"LIHC","HSPB11","MKI67",0.339135554663455,9.72384156461167e-13,1e-10
"LIHC","HSPB1","MKI67",0.267204918097307,2.6094703719926e-08,2.13001803955472e-07
"LIHC","HSPB6","MKI67",-0.267521823663227,2.50968173195363e-08,2.05471976567298e-07
"LIHC","HSPB9","MKI67",-0.229950173566014,1.82509909541047e-06,1.05446727023461e-05
"LIHC","CRYAA","MKI67",-0.277631830639997,6.07752230761686e-09,5.54163320375049e-08
"LIHC","HSPH1","MKI67",0.251956455002716,1.60812255790628e-07,1.13728864354996e-06
"LIHC","HYOU1","MKI67",0.265555686746798,3.19399262987452e-08,2.56787933696254e-07
"LIHC","DNAJB4","MKI67",-0.228506230272117,2.12359181022316e-06,1.21064980733399e-05
"LIHC","DNAJB5","MKI67",0.22086508374718,4.40522760289996e-06,2.35602956763247e-05
"LIHC","DNAJB6","MKI67",0.235910139246385,9.66743286182263e-07,5.89546542158335e-06
"LIHC","DNAJB7","MKI67",0.221217586515673,4.24929914240809e-06,2.28002289875605e-05
"LIHC","DNAJB9","MKI67",-0.506614242646075,0,1e-10
"LIHC","DNAJB11","MKI67",0.406872584441243,0,1e-10
"LIHC","DNAJB13","MKI67",0.331768470238796,2.36767078513828e-12,1e-10
"LIHC","DNAJA2","MKI67",-0.368229784085453,5.38777927797261e-15,1e-10
"LIHC","DNAJA3","MKI67",-0.257542525641328,8.36873928299845e-08,6.23438394147062e-07
"LIHC","DNAJC10","MKI67",0.386983414803095,1.31792794280771e-18,1e-10
"LIHC","DNAJC12","MKI67",-0.308751977707984,1.02131921958135e-10,1.2515407644009e-09
"LIHC","DNAJC13","MKI67",0.305418250800922,1.64704923960576e-10,1.95193622588974e-09
"LIHC","DNAJC14","MKI67",0.398188773702978,0,1e-10
"LIHC","DNAJC15","MKI67",-0.370386253256823,3.44773496299201e-15,1e-10
"LIHC","DNAJC16","MKI67",-0.248213568847852,2.47033126562501e-07,1.68822013028824e-06
"LIHC","DNAJC17","MKI67",-0.228186648404846,2.19570654050911e-06,1.24811799582515e-05
"LIHC","DNAJC18","MKI67",0.315491952636705,2.97648555498515e-11,3.9758194830653e-10
"LIHC","DNAJC19","MKI67",-0.368560700876095,5.03612311024246e-15,1e-10
"LIHC","DNAJC25","MKI67",-0.504323328689163,0,1e-10
"LIHC","DNAJC28","MKI67",-0.252615809481322,1.34894267211608e-07,9.67521577648394e-07
"LIHC","DNAJC2","MKI67",0.229415543013673,1.93060088783039e-06,1.11001245377018e-05
"LIHC","DNAJC30","MKI67",-0.471370030147748,0,1e-10
"LIHC","DNAJC5","MKI67",0.450230398060469,0,1e-10
"LIHC","DNAJC6","MKI67",0.379732684723829,3.66139811537839e-16,1e-10
"LIHC","DNAJC8","MKI67",0.20944876063633,1.4335923722371e-05,6.88893599819653e-05
"LIHC","DNAJC9","MKI67",0.751039270786596,0,1e-10
"LIHC","HSCB","MKI67",-0.268125261455958,2.04980749824769e-08,1.70445333094913e-07
"LIHC","SACS","MKI67",0.287921233614394,1.54573573478128e-09,1.560500430869e-08
"LUAD","HSP90AA1","MKI67",0.318476502649888,6.46652053892197e-15,1e-10
"LUAD","HSP90AB1","MKI67",0.420531107929571,0,1e-10
"LUAD","HSP90B1","MKI67",0.461715268882023,0,1e-10
"LUAD","TRAP1","MKI67",0.286435209604903,3.06139078503993e-12,1e-10
"LUAD","HSPA12B","MKI67",-0.363868711224977,0,1e-10
"LUAD","HSPA13","MKI67",0.234060608344008,1.45101770881375e-08,9.26945320595416e-08
"LUAD","HSPA14","MKI67",0.403783249189963,0,1e-10
"LUAD","HSPA1A","MKI67",0.283964157436013,4.76017446222499e-12,1e-10
"LUAD","HSPA1B","MKI67",0.299906123627961,2.54835483626411e-13,1e-10
"LUAD","HSPA4L","MKI67",0.339940665422423,4.77719629052569e-17,1e-10
"LUAD","HSPA4","MKI67",0.426429495390953,0,1e-10
"LUAD","HSPA5","MKI67",0.335666365257579,1.49691203116414e-16,1e-10
"LUAD","HSPA9","MKI67",0.38245899580539,0,1e-10
"LUAD","HSPB2","MKI67",-0.507647690452867,0,1e-10
"LUAD","HSPB3","MKI67",-0.458618886160427,2.65921097358651e-31,1e-10
"LUAD","HSPB6","MKI67",-0.476435711953382,0,1e-10
"LUAD","HSPB7","MKI67",-0.555849848039585,0,1e-10
"LUAD","HSPB8","MKI67",-0.440518109662673,0,1e-10
"LUAD","CRYAB","MKI67",-0.37997225121148,3.18396760353064e-21,1e-10
"LUAD","HSPD1","MKI67",0.620106937432497,0,1e-10
"LUAD","HSPE1","MKI67",0.397774031095371,0,1e-10
"LUAD","HYOU1","MKI67",0.419231155652676,0,1e-10
"LUAD","DNAJB2","MKI67",-0.24292059126416,3.93753440237399e-09,2.73953075709845e-08
"LUAD","DNAJB9","MKI67",-0.229478436691533,2.7929947479502e-08,1.70737096230102e-07
"LUAD","DNAJB11","MKI67",0.563437005500716,0,1e-10
"LUAD","DNAJB12","MKI67",-0.254847725617261,6.27767848593652e-10,4.90943131948148e-09
"LUAD","DNAJA1","MKI67",0.224677178308593,5.46840707074092e-08,3.19639088331456e-07
"LUAD","DNAJC10","MKI67",0.495884321703966,0,1e-10
"LUAD","DNAJC11","MKI67",0.464804084093135,0,1e-10
"LUAD","DNAJC12","MKI67",0.254885966895235,6.23989416180429e-10,4.8817953891131e-09
"LUAD","DNAJC13","MKI67",0.335435159370055,1.58049505772997e-16,1e-10
"LUAD","DNAJC14","MKI67",0.411926066862583,0,1e-10
"LUAD","DNAJC17","MKI67",-0.255601220951718,4.8218235705748e-10,3.83430465829723e-09
"LUAD","DNAJC18","MKI67",-0.285965267091862,2.65542058125815e-12,1e-10
"LUAD","DNAJC22","MKI67",0.404485859031154,4.39674059791842e-24,1e-10
"LUAD","DNAJC27","MKI67",-0.368543760338077,5.70023916956958e-20,1e-10
"LUAD","DNAJC28","MKI67",-0.289811054178284,1.66306303123064e-12,1e-10
"LUAD","DNAJC2","MKI67",0.585546869113104,0,1e-10
"LUAD","DNAJC4","MKI67",-0.226391316906538,4.30935550691222e-08,2.55948560248209e-07
"LUAD","DNAJC5B","MKI67",-0.26299650867807,1.69666083687712e-10,1.44165818529549e-09
"LUAD","DNAJC6","MKI67",0.214473162032502,2.1731886019795e-07,1.15505662144841e-06
"LUAD","DNAJC7","MKI67",0.423872102077211,0,1e-10
"LUAD","DNAJC9","MKI67",0.732545399743802,0,1e-10
"LUAD","SACS","MKI67",0.439507447316203,0,1e-10
"LUSC","HSP90AB1","MKI67",0.384677974140114,0,1e-10
"LUSC","HSP90B1","MKI67",0.304045011580541,3.39574782902989e-13,1e-10
"LUSC","TRAP1","MKI67",0.337489918744774,3.95859085340972e-16,1e-10
"LUSC","HSPA12B","MKI67",-0.22741550933298,6.79705443263477e-08,3.60966553883755e-07
"LUSC","HSPA14","MKI67",0.24132133386806,9.81240306568162e-09,5.92130009824419e-08
"LUSC","HSPA1A","MKI67",0.313405144982168,5.77221088891061e-14,1e-10
"LUSC","HSPA1B","MKI67",0.30642241460685,2.17985612861883e-13,1e-10
"LUSC","HSPA4L","MKI67",0.274017012553776,6.42957426083244e-11,5.29752956191664e-10
"LUSC","HSPA4","MKI67",0.346422406603995,4.58838244876883e-17,1e-10
"LUSC","HSPA9","MKI67",0.340208624420113,2.12563648677928e-16,1e-10
"LUSC","HSPB2","MKI67",-0.451314775648734,0,1e-10
"LUSC","HSPB6","MKI67",-0.338790905724142,2.94659871584752e-16,1e-10
"LUSC","HSPB7","MKI67",-0.422367540508385,2.23176991667835e-25,1e-10
"LUSC","HSPB8","MKI67",-0.382512015021269,0,1e-10
"LUSC","CRYAB","MKI67",-0.266311942928495,2.23645945254652e-10,1.71023345659295e-09
"LUSC","HSPD1","MKI67",0.429127421596462,0,1e-10
"LUSC","HSPE1","MKI67",0.243424974906033,7.24624263906892e-09,4.45825608791205e-08
"LUSC","HSPH1","MKI67",0.27489123007105,5.56785973003393e-11,4.62856641096819e-10
"LUSC","HYOU1","MKI67",0.270164160151822,1.20503862041034e-10,9.56389039051691e-10
"LUSC","DNAJB3","MKI67",0.242962972428588,6.92330827148041e-09,4.27172973629532e-08
"LUSC","DNAJB4","MKI67",-0.265429468089067,2.57332289326002e-10,1.95080516291724e-09
"LUSC","DNAJB9","MKI67",-0.497612945787328,0,1e-10
"LUSC","DNAJB11","MKI67",0.303162325014905,3.99869501997286e-13,1e-10
"LUSC","DNAJB13","MKI67",-0.260192613724212,5.04226287835599e-10,3.66772856649693e-09
"LUSC","DNAJB14","MKI67",-0.217922553022859,2.38098792977185e-07,1.1615177355752e-06
"LUSC","DNAJC11","MKI67",0.393217527330766,0,1e-10
"LUSC","DNAJC13","MKI67",0.247001101152726,4.30076978276104e-09,2.73520100129555e-08
"LUSC","DNAJC14","MKI67",0.25166881715801,2.15077107115237e-09,1.42903345512388e-08
"LUSC","DNAJC15","MKI67",-0.292056438444045,2.97357205563488e-12,1e-10
"LUSC","DNAJC18","MKI67",-0.326027202936219,4.65292479300241e-15,1e-10
"LUSC","DNAJC1","MKI67",-0.323550717752744,5.7503674456599e-15,1e-10
"LUSC","DNAJC21","MKI67",0.201027154415629,1.94015411377431e-06,8.16919220511627e-06
"LUSC","DNAJC28","MKI67",-0.23814630864585,1.39112028795495e-08,8.20811405049945e-08
"LUSC","DNAJC2","MKI67",0.492653047613519,0,1e-10
"LUSC","DNAJC3","MKI67",-0.223629632988496,1.12792641554444e-07,5.78789563184541e-07
"LUSC","DNAJC5B","MKI67",-0.373048295572159,9.82155341500687e-20,1e-10
"LUSC","DNAJC7","MKI67",0.374576163828095,0,1e-10
"LUSC","DNAJC8","MKI67",-0.216154145149256,2.9893372938508e-07,1.43542978293237e-06
"LUSC","DNAJC9","MKI67",0.485493172976608,0,1e-10
"LUSC","SACS","MKI67",0.321677711423176,1.1292692422526e-14,1e-10
"MESO","HSPB7","MKI67",-0.421393161770066,5.64825972430953e-05,0.00309235803144699
"MESO","HSPB9","MKI67",-0.391539695268645,0.000198159594940737,0.00720986925746495
"MESO","DNAJB9","MKI67",-0.467923015236568,6.3298497572265e-06,0.000689464252051438
"MESO","DNAJC14","MKI67",0.341401181016257,0.00128644054330324,0.0249224222279746
"MESO","DNAJC19","MKI67",-0.308467594955165,0.00378669306102972,0.0498136377302631
"MESO","DNAJC30","MKI67",-0.380968870744332,0.000301101591161748,0.00955702271384289
"MESO","DNAJC4","MKI67",-0.402967121090617,0.000124174422446278,0.00526846296808218
"MESO","DNAJC9","MKI67",0.607731282350368,0,1e-10
"MESO","SACS","MKI67",0.345356127433112,0.00112135654312478,0.0227865368016841
"OV","TRAP1","MKI67",-0.207153228856956,0.00025314379376132,0.00307091856847648
"OV","HSPA1L","MKI67",-0.202684036915168,0.000345148401554551,0.00391153066817787
"OV","HSPA2","MKI67",0.20916290098877,0.000219741356887568,0.0027490053565627
"OV","HSPB2","MKI67",-0.341246476667711,9.34024197888344e-10,9.24750428536426e-08
"OV","CRYAB","MKI67",-0.24623425431443,1.27247863296788e-05,0.000283326047977332
"OV","DNAJB9","MKI67",-0.32556037761174,5.69447411123259e-09,4.43590744503921e-07
"OV","DNAJB14","MKI67",-0.246866318773616,1.20730768349512e-05,0.000271373838157094
"OV","DNAJA2","MKI67",-0.266103611390176,2.28159727815252e-06,6.95690081921933e-05
"OV","DNAJC11","MKI67",0.205831750460626,0.000277631687538573,0.00330136045177619
"OV","DNAJC13","MKI67",0.288754621513782,2.71354706196605e-07,1.18670498850632e-05
"OV","DNAJC17","MKI67",-0.317690483647264,1.3588579311626e-08,9.32123389128953e-07
"OV","DNAJC2","MKI67",0.234794863764485,3.21878567068014e-05,0.000599841643523344
"OV","DNAJC30","MKI67",-0.307394828785371,4.08854712752908e-08,2.39270770194729e-06
"OV","DNAJC4","MKI67",-0.337447582170413,1.46061120007012e-09,1.36278888024486e-07
"OV","DNAJC9","MKI67",0.403266886574121,1.90218654077454e-13,1e-10
"OV","HSCB","MKI67",-0.259396569606404,4.138623349545e-06,0.000113305705037706
"OV","SACS","MKI67",0.387428262310818,2.28972409895129e-12,4.56592829000922e-10
"PAAD","HSP90AA1","MKI67",0.263354428892561,0.000330511927595547,0.00173388528651729
"PAAD","HSP90AB1","MKI67",0.253730232703861,0.000549382169109579,0.00267198852775511
"PAAD","TRAP1","MKI67",0.239588636595051,0.0011208953051378,0.00489871660649997
"PAAD","HSPA12A","MKI67",-0.338732543294197,3.1387327588789e-06,3.12233102823718e-05
"PAAD","HSPA12B","MKI67",-0.396326944616325,3.68784817964859e-08,6.40576224226055e-07
"PAAD","HSPA13","MKI67",-0.21844281876356,0.00302707880126652,0.0113181443727548
"PAAD","HSPA14","MKI67",0.360222991548722,6.58154452625615e-07,8.00907216196439e-06
"PAAD","HSPA1L","MKI67",-0.230916090324501,0.0017023497310188,0.00696944292717353
"PAAD","HSPA4","MKI67",0.311263932076477,1.97772575774688e-05,0.000154368197107143
"PAAD","HSPA9","MKI67",0.234573872314428,0.00142981437768171,0.00601507310981455
"PAAD","HSPB2","MKI67",-0.297770476138259,4.5931903916122e-05,0.000319355811102168
"PAAD","HSPB6","MKI67",-0.39200731556398,5.30028627458373e-08,8.80405536541516e-07
"PAAD","HSPB7","MKI67",-0.246279557933157,0.000803863429130579,0.00369397479279496
"PAAD","HSPB8","MKI67",-0.386857440492508,8.11414735428351e-08,1.27980102028736e-06
"PAAD","CRYAB","MKI67",-0.344685250601145,2.05872660845805e-06,2.16149418541609e-05
"PAAD","HSPD1","MKI67",0.522087677112624,0,1e-10
"PAAD","HSPE1","MKI67",0.459055555990695,8.90088307626768e-11,3.05634929146126e-09
"PAAD","HSPH1","MKI67",0.283254877695362,0.000108831456141737,0.000670565420154121
"PAAD","DNAJB1","MKI67",0.264431398964542,0.000311878122823904,0.00165066274529263
"PAAD","DNAJB3","MKI67",0.215173362699955,0.00344224267273648,0.0126052039744957
"PAAD","DNAJB4","MKI67",-0.303335474219295,3.26045939622167e-05,0.00023773127495543
"PAAD","DNAJB5","MKI67",-0.359337917962294,7.03425100697414e-07,8.48133579671732e-06
"PAAD","DNAJB9","MKI67",-0.36388077353865,4.98943171160756e-07,6.28785373372873e-06
"PAAD","DNAJB11","MKI67",0.402277693795869,2.21862183573836e-08,4.09573959860595e-07
"PAAD","DNAJA2","MKI67",0.272518465141416,0.000200191977235159,0.00113037629068024
"PAAD","DNAJA3","MKI67",0.326858458718758,7.10306603630982e-06,6.35219716887434e-05
"PAAD","DNAJA4","MKI67",0.287901514024108,8.29744714509345e-05,0.000531205797488446
"PAAD","DNAJC12","MKI67",-0.271674512230464,0.000209803369716552,0.00117629735943328
"PAAD","DNAJC13","MKI67",0.215070923374558,0.0035187669067594,0.0128418076748655
"PAAD","DNAJC15","MKI67",0.21946496126824,0.00289084043966174,0.0108901946689395
"PAAD","DNAJC18","MKI67",-0.462155271670596,6.18258887304397e-11,2.19982441015577e-09
"PAAD","DNAJC21","MKI67",0.248648892091515,0.000713073218219463,0.00333649853781484
"PAAD","DNAJC24","MKI67",-0.297241781739287,4.74354524703603e-05,0.000328368470259484
"PAAD","DNAJC27","MKI67",-0.424304668958981,3.08265370316438e-09,7.17503190408274e-08
"PAAD","DNAJC28","MKI67",-0.472578383839966,1.57038872380072e-11,6.34144380887292e-10
"PAAD","DNAJC2","MKI67",0.393197857025369,4.79848191589126e-08,8.06725288998273e-07
"PAAD","DNAJC6","MKI67",-0.304138306454771,3.10145866867392e-05,0.000227664937499112
"PAAD","DNAJC8","MKI67",-0.270411520055141,0.000224994090333348,0.00124860469899462
"PAAD","DNAJC9","MKI67",0.534282894582253,0,1e-10
"PAAD","SEC63","MKI67",-0.203852811479326,0.00571727210114755,0.0192800688019357
"PAAD","GAK","MKI67",0.218668003414974,0.00299657445401516,0.0112219089704789
"PCPG","HSPA14","MKI67",0.261250316561391,0.000318444260215557,0.00201700794232757
"PCPG","HSPE1","MKI67",-0.209547124521488,0.00406147364145169,0.0168530255042493
"PCPG","DNAJB2","MKI67",-0.42167078349403,2.64635229891528e-09,7.89477251067039e-08
"PCPG","DNAJC19","MKI67",-0.279994421178966,0.000110597017143405,0.000822462362725281
"PCPG","DNAJC30","MKI67",-0.284670354071622,8.39693305107097e-05,0.000650314740109541
"PCPG","DNAJC8","MKI67",-0.220664393541781,0.00245641967587342,0.0111433504549319
"PRAD","HSP90AB1","MKI67",0.268593777470038,1.80714869233908e-10,8.63842723023578e-10
"PRAD","TRAP1","MKI67",0.257766514029047,9.79966149671394e-10,4.36866269008106e-09
"PRAD","HSPA12A","MKI67",-0.208256820683705,8.8462715435997e-07,2.89498954499139e-06
"PRAD","HSPA12B","MKI67",-0.206690883125384,1.07103878849676e-06,3.4721914298147e-06
"PRAD","HSPA14","MKI67",0.372326339771521,0,1e-10
"PRAD","HSPA1L","MKI67",-0.244121598793353,6.62698863268036e-09,2.72216443652465e-08
"PRAD","HSPA2","MKI67",-0.240890148697712,1.17943244949365e-08,4.72085406958136e-08
"PRAD","HSPA4L","MKI67",-0.237355375179302,1.94213122989419e-08,7.60080479586175e-08
"PRAD","HSPA4","MKI67",0.280460527442765,2.59682214940421e-11,1.34254555253587e-10
"PRAD","HSPA8","MKI67",0.252790148968186,2.07890373846606e-09,8.97694463044994e-09
"PRAD","HSPA9","MKI67",0.405039079017241,0,1e-10
